instrument_token,exchange_token,tradingsymbol,name,instrument_type,segment,exchange
35842050,140008,TATAPOWER25SEP320PE,TATAPOWER,PE,NFO-OPT,NFO
35837698,139991,TATAPOWER25SEP310CE,TATAPOWER,CE,NFO-OPT,NFO
35837954,139992,TATAPOWER25SEP310PE,TATAPOWER,PE,NFO-OPT,NFO
31396354,122642,TATAPOWER25OCT385CE,TATAPOWER,CE,NFO-OPT,NFO
31396610,122643,TATAPOWER25OCT385PE,TATAPOWER,PE,NFO-OPT,NFO
32900354,128517,TATAPOWER25OCT390CE,TATAPOWER,CE,NFO-OPT,NFO
32901122,128520,TATAPOWER25OCT390PE,TATAPOWER,PE,NFO-OPT,NFO
32899842,128515,TATAPOWER25OCT380CE,TATAPOWER,CE,NFO-OPT,NFO
32900098,128516,TATAPOWER25OCT380PE,TATAPOWER,PE,NFO-OPT,NFO
31396866,122644,TATAPOWER25OCT395CE,TATAPOWER,CE,NFO-OPT,NFO
31397122,122645,TATAPOWER25OCT395PE,TATAPOWER,PE,NFO-OPT,NFO
31395842,122640,TATAPOWER25OCT375CE,TATAPOWER,CE,NFO-OPT,NFO
31396098,122641,TATAPOWER25OCT375PE,TATAPOWER,PE,NFO-OPT,NFO
32903170,128528,TATAPOWER25OCT400CE,TATAPOWER,CE,NFO-OPT,NFO
32903426,128529,TATAPOWER25OCT400PE,TATAPOWER,PE,NFO-OPT,NFO
32897794,128507,TATAPOWER25OCT370CE,TATAPOWER,CE,NFO-OPT,NFO
32898050,128508,TATAPOWER25OCT370PE,TATAPOWER,PE,NFO-OPT,NFO
31397378,122646,TATAPOWER25OCT405CE,TATAPOWER,CE,NFO-OPT,NFO
31397634,122647,TATAPOWER25OCT405PE,TATAPOWER,PE,NFO-OPT,NFO
31395330,122638,TATAPOWER25OCT365CE,TATAPOWER,CE,NFO-OPT,NFO
31395586,122639,TATAPOWER25OCT365PE,TATAPOWER,PE,NFO-OPT,NFO
32903682,128530,TATAPOWER25OCT410CE,TATAPOWER,CE,NFO-OPT,NFO
32903938,128531,TATAPOWER25OCT410PE,TATAPOWER,PE,NFO-OPT,NFO
32896770,128503,TATAPOWER25OCT360CE,TATAPOWER,CE,NFO-OPT,NFO
32897026,128504,TATAPOWER25OCT360PE,TATAPOWER,PE,NFO-OPT,NFO
31397890,122648,TATAPOWER25OCT415CE,TATAPOWER,CE,NFO-OPT,NFO
31398146,122649,TATAPOWER25OCT415PE,TATAPOWER,PE,NFO-OPT,NFO
31394818,122636,TATAPOWER25OCT355CE,TATAPOWER,CE,NFO-OPT,NFO
31395074,122637,TATAPOWER25OCT355PE,TATAPOWER,PE,NFO-OPT,NFO
32904194,128532,TATAPOWER25OCT420CE,TATAPOWER,CE,NFO-OPT,NFO
32904450,128533,TATAPOWER25OCT420PE,TATAPOWER,PE,NFO-OPT,NFO
32896258,128501,TATAPOWER25OCT350CE,TATAPOWER,CE,NFO-OPT,NFO
32896514,128502,TATAPOWER25OCT350PE,TATAPOWER,PE,NFO-OPT,NFO
31398658,122651,TATAPOWER25OCT425PE,TATAPOWER,PE,NFO-OPT,NFO
32906242,128540,TATAPOWER25OCT460CE,TATAPOWER,CE,NFO-OPT,NFO
32906498,128541,TATAPOWER25OCT460PE,TATAPOWER,PE,NFO-OPT,NFO
32905730,128538,TATAPOWER25OCT450CE,TATAPOWER,CE,NFO-OPT,NFO
32905986,128539,TATAPOWER25OCT450PE,TATAPOWER,PE,NFO-OPT,NFO
32905218,128536,TATAPOWER25OCT440CE,TATAPOWER,CE,NFO-OPT,NFO
32905474,128537,TATAPOWER25OCT440PE,TATAPOWER,PE,NFO-OPT,NFO
31398914,122652,TATAPOWER25OCT435CE,TATAPOWER,CE,NFO-OPT,NFO
31399170,122653,TATAPOWER25OCT435PE,TATAPOWER,PE,NFO-OPT,NFO
32904706,128534,TATAPOWER25OCT430CE,TATAPOWER,CE,NFO-OPT,NFO
32904962,128535,TATAPOWER25OCT430PE,TATAPOWER,PE,NFO-OPT,NFO
31398402,122650,TATAPOWER25OCT425CE,TATAPOWER,CE,NFO-OPT,NFO
31394306,122634,TATAPOWER25OCT345CE,TATAPOWER,CE,NFO-OPT,NFO
31394562,122635,TATAPOWER25OCT345PE,TATAPOWER,PE,NFO-OPT,NFO
32895746,128499,TATAPOWER25OCT340CE,TATAPOWER,CE,NFO-OPT,NFO
32896002,128500,TATAPOWER25OCT340PE,TATAPOWER,PE,NFO-OPT,NFO
31393794,122632,TATAPOWER25OCT335CE,TATAPOWER,CE,NFO-OPT,NFO
31394050,122633,TATAPOWER25OCT335PE,TATAPOWER,PE,NFO-OPT,NFO
32895234,128497,TATAPOWER25OCT330CE,TATAPOWER,CE,NFO-OPT,NFO
32895490,128498,TATAPOWER25OCT330PE,TATAPOWER,PE,NFO-OPT,NFO
32894722,128495,TATAPOWER25OCT320CE,TATAPOWER,CE,NFO-OPT,NFO
32894978,128496,TATAPOWER25OCT320PE,TATAPOWER,PE,NFO-OPT,NFO
32894210,128493,TATAPOWER25OCT310CE,TATAPOWER,CE,NFO-OPT,NFO
32894466,128494,TATAPOWER25OCT310PE,TATAPOWER,PE,NFO-OPT,NFO
31411970,122703,TATAPOWER25NOV390CE,TATAPOWER,CE,NFO-OPT,NFO
31412226,122704,TATAPOWER25NOV390PE,TATAPOWER,PE,NFO-OPT,NFO
31411202,122700,TATAPOWER25NOV380CE,TATAPOWER,CE,NFO-OPT,NFO
31411714,122702,TATAPOWER25NOV380PE,TATAPOWER,PE,NFO-OPT,NFO
31412482,122705,TATAPOWER25NOV400CE,TATAPOWER,CE,NFO-OPT,NFO
31412738,122706,TATAPOWER25NOV400PE,TATAPOWER,PE,NFO-OPT,NFO
31410690,122698,TATAPOWER25NOV370CE,TATAPOWER,CE,NFO-OPT,NFO
31410946,122699,TATAPOWER25NOV370PE,TATAPOWER,PE,NFO-OPT,NFO
31412994,122707,TATAPOWER25NOV410CE,TATAPOWER,CE,NFO-OPT,NFO
31413250,122708,TATAPOWER25NOV410PE,TATAPOWER,PE,NFO-OPT,NFO
31410178,122696,TATAPOWER25NOV360CE,TATAPOWER,CE,NFO-OPT,NFO
31410434,122697,TATAPOWER25NOV360PE,TATAPOWER,PE,NFO-OPT,NFO
31413506,122709,TATAPOWER25NOV420CE,TATAPOWER,CE,NFO-OPT,NFO
31413762,122710,TATAPOWER25NOV420PE,TATAPOWER,PE,NFO-OPT,NFO
31409666,122694,TATAPOWER25NOV350CE,TATAPOWER,CE,NFO-OPT,NFO
31409922,122695,TATAPOWER25NOV350PE,TATAPOWER,PE,NFO-OPT,NFO
31414018,122711,TATAPOWER25NOV430CE,TATAPOWER,CE,NFO-OPT,NFO
31414274,122712,TATAPOWER25NOV430PE,TATAPOWER,PE,NFO-OPT,NFO
31409154,122692,TATAPOWER25NOV340CE,TATAPOWER,CE,NFO-OPT,NFO
31409410,122693,TATAPOWER25NOV340PE,TATAPOWER,PE,NFO-OPT,NFO
31414530,122713,TATAPOWER25NOV440CE,TATAPOWER,CE,NFO-OPT,NFO
31414786,122714,TATAPOWER25NOV440PE,TATAPOWER,PE,NFO-OPT,NFO
31408642,122690,TATAPOWER25NOV330CE,TATAPOWER,CE,NFO-OPT,NFO
31408898,122691,TATAPOWER25NOV330PE,TATAPOWER,PE,NFO-OPT,NFO
31408130,122688,TATAPOWER25NOV320CE,TATAPOWER,CE,NFO-OPT,NFO
31408386,122689,TATAPOWER25NOV320PE,TATAPOWER,PE,NFO-OPT,NFO
31415810,122718,TATAPOWER25NOV460CE,TATAPOWER,CE,NFO-OPT,NFO
31416066,122719,TATAPOWER25NOV460PE,TATAPOWER,PE,NFO-OPT,NFO
32945410,128693,TATASTEEL25SEP167.5CE,TATASTEEL,CE,NFO-OPT,NFO
32945666,128694,TATASTEEL25SEP167.5PE,TATASTEEL,PE,NFO-OPT,NFO
35942658,140401,TATASTEEL25SEP170CE,TATASTEEL,CE,NFO-OPT,NFO
35942914,140402,TATASTEEL25SEP170PE,TATASTEEL,PE,NFO-OPT,NFO
35942146,140399,TATASTEEL25SEP165CE,TATASTEEL,CE,NFO-OPT,NFO
35942402,140400,TATASTEEL25SEP165PE,TATASTEEL,PE,NFO-OPT,NFO
32945922,128695,TATASTEEL25SEP172.5CE,TATASTEEL,CE,NFO-OPT,NFO
32946178,128696,TATASTEEL25SEP172.5PE,TATASTEEL,PE,NFO-OPT,NFO
32944898,128691,TATASTEEL25SEP162.5CE,TATASTEEL,CE,NFO-OPT,NFO
32945154,128692,TATASTEEL25SEP162.5PE,TATASTEEL,PE,NFO-OPT,NFO
35943170,140403,TATASTEEL25SEP175CE,TATASTEEL,CE,NFO-OPT,NFO
35943426,140404,TATASTEEL25SEP175PE,TATASTEEL,PE,NFO-OPT,NFO
35940354,140392,TATASTEEL25SEP160CE,TATASTEEL,CE,NFO-OPT,NFO
35941890,140398,TATASTEEL25SEP160PE,TATASTEEL,PE,NFO-OPT,NFO
32946434,128697,TATASTEEL25SEP177.5CE,TATASTEEL,CE,NFO-OPT,NFO
32946690,128698,TATASTEEL25SEP177.5PE,TATASTEEL,PE,NFO-OPT,NFO
32944386,128689,TATASTEEL25SEP157.5CE,TATASTEEL,CE,NFO-OPT,NFO
32944642,128690,TATASTEEL25SEP157.5PE,TATASTEEL,PE,NFO-OPT,NFO
35943682,140405,TATASTEEL25SEP180CE,TATASTEEL,CE,NFO-OPT,NFO
35943938,140406,TATASTEEL25SEP180PE,TATASTEEL,PE,NFO-OPT,NFO
35936002,140375,TATASTEEL25SEP155CE,TATASTEEL,CE,NFO-OPT,NFO
35936258,140376,TATASTEEL25SEP155PE,TATASTEEL,PE,NFO-OPT,NFO
32946946,128699,TATASTEEL25SEP182.5CE,TATASTEEL,CE,NFO-OPT,NFO
32947202,128700,TATASTEEL25SEP182.5PE,TATASTEEL,PE,NFO-OPT,NFO
32943874,128687,TATASTEEL25SEP152.5CE,TATASTEEL,CE,NFO-OPT,NFO
32944130,128688,TATASTEEL25SEP152.5PE,TATASTEEL,PE,NFO-OPT,NFO
35944194,140407,TATASTEEL25SEP185CE,TATASTEEL,CE,NFO-OPT,NFO
35944450,140408,TATASTEEL25SEP185PE,TATASTEEL,PE,NFO-OPT,NFO
35935490,140373,TATASTEEL25SEP150CE,TATASTEEL,CE,NFO-OPT,NFO
35935746,140374,TATASTEEL25SEP150PE,TATASTEEL,PE,NFO-OPT,NFO
32947714,128702,TATASTEEL25SEP187.5PE,TATASTEEL,PE,NFO-OPT,NFO
35945730,140413,TATASTEEL25SEP200CE,TATASTEEL,CE,NFO-OPT,NFO
35945986,140414,TATASTEEL25SEP200PE,TATASTEEL,PE,NFO-OPT,NFO
35945218,140411,TATASTEEL25SEP195CE,TATASTEEL,CE,NFO-OPT,NFO
35945474,140412,TATASTEEL25SEP195PE,TATASTEEL,PE,NFO-OPT,NFO
35944706,140409,TATASTEEL25SEP190CE,TATASTEEL,CE,NFO-OPT,NFO
35944962,140410,TATASTEEL25SEP190PE,TATASTEEL,PE,NFO-OPT,NFO
32947458,128701,TATASTEEL25SEP187.5CE,TATASTEEL,CE,NFO-OPT,NFO
32943362,128685,TATASTEEL25SEP147.5CE,TATASTEEL,CE,NFO-OPT,NFO
32943618,128686,TATASTEEL25SEP147.5PE,TATASTEEL,PE,NFO-OPT,NFO
35934978,140371,TATASTEEL25SEP145CE,TATASTEEL,CE,NFO-OPT,NFO
35935234,140372,TATASTEEL25SEP145PE,TATASTEEL,PE,NFO-OPT,NFO
32935170,128653,TATASTEEL25SEP142.5CE,TATASTEEL,CE,NFO-OPT,NFO
32936962,128660,TATASTEEL25SEP142.5PE,TATASTEEL,PE,NFO-OPT,NFO
35928834,140347,TATASTEEL25SEP140CE,TATASTEEL,CE,NFO-OPT,NFO
35929090,140348,TATASTEEL25SEP140PE,TATASTEEL,PE,NFO-OPT,NFO
32934658,128651,TATASTEEL25SEP137.5CE,TATASTEEL,CE,NFO-OPT,NFO
32934914,128652,TATASTEEL25SEP137.5PE,TATASTEEL,PE,NFO-OPT,NFO
35928322,140345,TATASTEEL25SEP135CE,TATASTEEL,CE,NFO-OPT,NFO
35928578,140346,TATASTEEL25SEP135PE,TATASTEEL,PE,NFO-OPT,NFO
35927810,140343,TATASTEEL25SEP130CE,TATASTEEL,CE,NFO-OPT,NFO
35928066,140344,TATASTEEL25SEP130PE,TATASTEEL,PE,NFO-OPT,NFO
32968450,128783,TATASTEEL25OCT170CE,TATASTEEL,CE,NFO-OPT,NFO
32968706,128784,TATASTEEL25OCT170PE,TATASTEEL,PE,NFO-OPT,NFO
31469826,122929,TATASTEEL25OCT167.5CE,TATASTEEL,CE,NFO-OPT,NFO
31470082,122930,TATASTEEL25OCT167.5PE,TATASTEEL,PE,NFO-OPT,NFO
31471874,122937,TATASTEEL25OCT172.5CE,TATASTEEL,CE,NFO-OPT,NFO
31472130,122938,TATASTEEL25OCT172.5PE,TATASTEEL,PE,NFO-OPT,NFO
32967938,128781,TATASTEEL25OCT165CE,TATASTEEL,CE,NFO-OPT,NFO
32968194,128782,TATASTEEL25OCT165PE,TATASTEEL,PE,NFO-OPT,NFO
32968962,128785,TATASTEEL25OCT175CE,TATASTEEL,CE,NFO-OPT,NFO
32969218,128786,TATASTEEL25OCT175PE,TATASTEEL,PE,NFO-OPT,NFO
31447042,122840,TATASTEEL25OCT162.5CE,TATASTEEL,CE,NFO-OPT,NFO
31447298,122841,TATASTEEL25OCT162.5PE,TATASTEEL,PE,NFO-OPT,NFO
31482626,122979,TATASTEEL25OCT177.5CE,TATASTEEL,CE,NFO-OPT,NFO
31484674,122987,TATASTEEL25OCT177.5PE,TATASTEEL,PE,NFO-OPT,NFO
32967426,128779,TATASTEEL25OCT160CE,TATASTEEL,CE,NFO-OPT,NFO
32967682,128780,TATASTEEL25OCT160PE,TATASTEEL,PE,NFO-OPT,NFO
32969474,128787,TATASTEEL25OCT180CE,TATASTEEL,CE,NFO-OPT,NFO
32969730,128788,TATASTEEL25OCT180PE,TATASTEEL,PE,NFO-OPT,NFO
31439874,122812,TATASTEEL25OCT157.5CE,TATASTEEL,CE,NFO-OPT,NFO
31440130,122813,TATASTEEL25OCT157.5PE,TATASTEEL,PE,NFO-OPT,NFO
31484930,122988,TATASTEEL25OCT182.5CE,TATASTEEL,CE,NFO-OPT,NFO
31485186,122989,TATASTEEL25OCT182.5PE,TATASTEEL,PE,NFO-OPT,NFO
32966914,128777,TATASTEEL25OCT155CE,TATASTEEL,CE,NFO-OPT,NFO
32967170,128778,TATASTEEL25OCT155PE,TATASTEEL,PE,NFO-OPT,NFO
32969986,128789,TATASTEEL25OCT185CE,TATASTEEL,CE,NFO-OPT,NFO
32970242,128790,TATASTEEL25OCT185PE,TATASTEEL,PE,NFO-OPT,NFO
31439362,122810,TATASTEEL25OCT152.5CE,TATASTEEL,CE,NFO-OPT,NFO
31439618,122811,TATASTEEL25OCT152.5PE,TATASTEEL,PE,NFO-OPT,NFO
31485698,122991,TATASTEEL25OCT187.5CE,TATASTEEL,CE,NFO-OPT,NFO
31486466,122994,TATASTEEL25OCT187.5PE,TATASTEEL,PE,NFO-OPT,NFO
32970754,128792,TATASTEEL25OCT190PE,TATASTEEL,PE,NFO-OPT,NFO
32974082,128805,TATASTEEL25OCT200CE,TATASTEEL,CE,NFO-OPT,NFO
32974338,128806,TATASTEEL25OCT200PE,TATASTEEL,PE,NFO-OPT,NFO
32973570,128803,TATASTEEL25OCT195CE,TATASTEEL,CE,NFO-OPT,NFO
32973826,128804,TATASTEEL25OCT195PE,TATASTEEL,PE,NFO-OPT,NFO
32970498,128791,TATASTEEL25OCT190CE,TATASTEEL,CE,NFO-OPT,NFO
32966402,128775,TATASTEEL25OCT150CE,TATASTEEL,CE,NFO-OPT,NFO
32966658,128776,TATASTEEL25OCT150PE,TATASTEEL,PE,NFO-OPT,NFO
31438850,122808,TATASTEEL25OCT147.5CE,TATASTEEL,CE,NFO-OPT,NFO
31439106,122809,TATASTEEL25OCT147.5PE,TATASTEEL,PE,NFO-OPT,NFO
32959490,128748,TATASTEEL25OCT145CE,TATASTEEL,CE,NFO-OPT,NFO
32966146,128774,TATASTEEL25OCT145PE,TATASTEEL,PE,NFO-OPT,NFO
31438338,122806,TATASTEEL25OCT142.5CE,TATASTEEL,CE,NFO-OPT,NFO
31438594,122807,TATASTEEL25OCT142.5PE,TATASTEEL,PE,NFO-OPT,NFO
32958978,128746,TATASTEEL25OCT140CE,TATASTEEL,CE,NFO-OPT,NFO
32959234,128747,TATASTEEL25OCT140PE,TATASTEEL,PE,NFO-OPT,NFO
32958466,128744,TATASTEEL25OCT135CE,TATASTEEL,CE,NFO-OPT,NFO
32958722,128745,TATASTEEL25OCT135PE,TATASTEEL,PE,NFO-OPT,NFO
32957954,128742,TATASTEEL25OCT130CE,TATASTEEL,CE,NFO-OPT,NFO
32958210,128743,TATASTEEL25OCT130PE,TATASTEEL,PE,NFO-OPT,NFO
31512066,123094,TATASTEEL25NOV170CE,TATASTEEL,CE,NFO-OPT,NFO
31512322,123095,TATASTEEL25NOV170PE,TATASTEEL,PE,NFO-OPT,NFO
31512578,123096,TATASTEEL25NOV175CE,TATASTEEL,CE,NFO-OPT,NFO
31512834,123097,TATASTEEL25NOV175PE,TATASTEEL,PE,NFO-OPT,NFO
31511298,123091,TATASTEEL25NOV165CE,TATASTEEL,CE,NFO-OPT,NFO
31511554,123092,TATASTEEL25NOV165PE,TATASTEEL,PE,NFO-OPT,NFO
31514114,123102,TATASTEEL25NOV180CE,TATASTEEL,CE,NFO-OPT,NFO
31514370,123103,TATASTEEL25NOV180PE,TATASTEEL,PE,NFO-OPT,NFO
31510786,123089,TATASTEEL25NOV160CE,TATASTEEL,CE,NFO-OPT,NFO
31511042,123090,TATASTEEL25NOV160PE,TATASTEEL,PE,NFO-OPT,NFO
31514626,123104,TATASTEEL25NOV185CE,TATASTEEL,CE,NFO-OPT,NFO
31514882,123105,TATASTEEL25NOV185PE,TATASTEEL,PE,NFO-OPT,NFO
31510274,123087,TATASTEEL25NOV155CE,TATASTEEL,CE,NFO-OPT,NFO
31510530,123088,TATASTEEL25NOV155PE,TATASTEEL,PE,NFO-OPT,NFO
31515138,123106,TATASTEEL25NOV190CE,TATASTEEL,CE,NFO-OPT,NFO
31515394,123107,TATASTEEL25NOV190PE,TATASTEEL,PE,NFO-OPT,NFO
31509762,123085,TATASTEEL25NOV150CE,TATASTEEL,CE,NFO-OPT,NFO
31510018,123086,TATASTEEL25NOV150PE,TATASTEEL,PE,NFO-OPT,NFO
31509250,123083,TATASTEEL25NOV145CE,TATASTEEL,CE,NFO-OPT,NFO
31509506,123084,TATASTEEL25NOV145PE,TATASTEEL,PE,NFO-OPT,NFO
31508738,123081,TATASTEEL25NOV140CE,TATASTEEL,CE,NFO-OPT,NFO
31508994,123082,TATASTEEL25NOV140PE,TATASTEEL,PE,NFO-OPT,NFO
31505154,123067,TATASTEEL25NOV130CE,TATASTEEL,CE,NFO-OPT,NFO
31505410,123068,TATASTEEL25NOV130PE,TATASTEEL,PE,NFO-OPT,NFO
33046274,129087,TATATECH25SEP670CE,TATATECH,CE,NFO-OPT,NFO
33047298,129091,TATATECH25SEP670PE,TATATECH,PE,NFO-OPT,NFO
36101378,141021,TATATECH25SEP660CE,TATATECH,CE,NFO-OPT,NFO
36101634,141022,TATATECH25SEP660PE,TATATECH,PE,NFO-OPT,NFO
36101890,141023,TATATECH25SEP680CE,TATATECH,CE,NFO-OPT,NFO
36102146,141024,TATATECH25SEP680PE,TATATECH,PE,NFO-OPT,NFO
33045762,129085,TATATECH25SEP650CE,TATATECH,CE,NFO-OPT,NFO
33046018,129086,TATATECH25SEP650PE,TATATECH,PE,NFO-OPT,NFO
33047554,129092,TATATECH25SEP690CE,TATATECH,CE,NFO-OPT,NFO
33048066,129094,TATATECH25SEP690PE,TATATECH,PE,NFO-OPT,NFO
36100866,141019,TATATECH25SEP640CE,TATATECH,CE,NFO-OPT,NFO
36101122,141020,TATATECH25SEP640PE,TATATECH,PE,NFO-OPT,NFO
36102402,141025,TATATECH25SEP700CE,TATATECH,CE,NFO-OPT,NFO
36102658,141026,TATATECH25SEP700PE,TATATECH,PE,NFO-OPT,NFO
33044738,129081,TATATECH25SEP630CE,TATATECH,CE,NFO-OPT,NFO
33045506,129084,TATATECH25SEP630PE,TATATECH,PE,NFO-OPT,NFO
33048322,129095,TATATECH25SEP710CE,TATATECH,CE,NFO-OPT,NFO
33048578,129096,TATATECH25SEP710PE,TATATECH,PE,NFO-OPT,NFO
36100354,141017,TATATECH25SEP620CE,TATATECH,CE,NFO-OPT,NFO
36100610,141018,TATATECH25SEP620PE,TATATECH,PE,NFO-OPT,NFO
36102914,141027,TATATECH25SEP720CE,TATATECH,CE,NFO-OPT,NFO
36103170,141028,TATATECH25SEP720PE,TATATECH,PE,NFO-OPT,NFO
33044226,129079,TATATECH25SEP610CE,TATATECH,CE,NFO-OPT,NFO
33044482,129080,TATATECH25SEP610PE,TATATECH,PE,NFO-OPT,NFO
33048834,129097,TATATECH25SEP730CE,TATATECH,CE,NFO-OPT,NFO
33049090,129098,TATATECH25SEP730PE,TATATECH,PE,NFO-OPT,NFO
36083970,140953,TATATECH25SEP600CE,TATATECH,CE,NFO-OPT,NFO
36100098,141016,TATATECH25SEP600PE,TATATECH,PE,NFO-OPT,NFO
36103426,141029,TATATECH25SEP740CE,TATATECH,CE,NFO-OPT,NFO
36103682,141030,TATATECH25SEP740PE,TATATECH,PE,NFO-OPT,NFO
33050114,129102,TATATECH25SEP750PE,TATATECH,PE,NFO-OPT,NFO
36105986,141039,TATATECH25SEP840CE,TATATECH,CE,NFO-OPT,NFO
36106242,141040,TATATECH25SEP840PE,TATATECH,PE,NFO-OPT,NFO
36105474,141037,TATATECH25SEP820CE,TATATECH,CE,NFO-OPT,NFO
36105730,141038,TATATECH25SEP820PE,TATATECH,PE,NFO-OPT,NFO
36104962,141035,TATATECH25SEP800CE,TATATECH,CE,NFO-OPT,NFO
36105218,141036,TATATECH25SEP800PE,TATATECH,PE,NFO-OPT,NFO
33051650,129108,TATATECH25SEP790CE,TATATECH,CE,NFO-OPT,NFO
33051906,129109,TATATECH25SEP790PE,TATATECH,PE,NFO-OPT,NFO
36104450,141033,TATATECH25SEP780CE,TATATECH,CE,NFO-OPT,NFO
36104706,141034,TATATECH25SEP780PE,TATATECH,PE,NFO-OPT,NFO
33050370,129103,TATATECH25SEP770CE,TATATECH,CE,NFO-OPT,NFO
33051394,129107,TATATECH25SEP770PE,TATATECH,PE,NFO-OPT,NFO
36103938,141031,TATATECH25SEP760CE,TATATECH,CE,NFO-OPT,NFO
36104194,141032,TATATECH25SEP760PE,TATATECH,PE,NFO-OPT,NFO
33049858,129101,TATATECH25SEP750CE,TATATECH,CE,NFO-OPT,NFO
33043714,129077,TATATECH25SEP590CE,TATATECH,CE,NFO-OPT,NFO
33043970,129078,TATATECH25SEP590PE,TATATECH,PE,NFO-OPT,NFO
36083458,140951,TATATECH25SEP580CE,TATATECH,CE,NFO-OPT,NFO
36083714,140952,TATATECH25SEP580PE,TATATECH,PE,NFO-OPT,NFO
36082946,140949,TATATECH25SEP560CE,TATATECH,CE,NFO-OPT,NFO
36083202,140950,TATATECH25SEP560PE,TATATECH,PE,NFO-OPT,NFO
36082434,140947,TATATECH25SEP540CE,TATATECH,CE,NFO-OPT,NFO
36082690,140948,TATATECH25SEP540PE,TATATECH,PE,NFO-OPT,NFO
31537922,123195,TATATECH25OCT670CE,TATATECH,CE,NFO-OPT,NFO
31538178,123196,TATATECH25OCT670PE,TATATECH,PE,NFO-OPT,NFO
33086978,129246,TATATECH25OCT660CE,TATATECH,CE,NFO-OPT,NFO
33087234,129247,TATATECH25OCT660PE,TATATECH,PE,NFO-OPT,NFO
33088258,129251,TATATECH25OCT680CE,TATATECH,CE,NFO-OPT,NFO
33088514,129252,TATATECH25OCT680PE,TATATECH,PE,NFO-OPT,NFO
31537410,123193,TATATECH25OCT650CE,TATATECH,CE,NFO-OPT,NFO
31537666,123194,TATATECH25OCT650PE,TATATECH,PE,NFO-OPT,NFO
31538434,123197,TATATECH25OCT690CE,TATATECH,CE,NFO-OPT,NFO
31538690,123198,TATATECH25OCT690PE,TATATECH,PE,NFO-OPT,NFO
33086210,129243,TATATECH25OCT640CE,TATATECH,CE,NFO-OPT,NFO
33086722,129245,TATATECH25OCT640PE,TATATECH,PE,NFO-OPT,NFO
33088770,129253,TATATECH25OCT700CE,TATATECH,CE,NFO-OPT,NFO
33089282,129255,TATATECH25OCT700PE,TATATECH,PE,NFO-OPT,NFO
31536898,123191,TATATECH25OCT630CE,TATATECH,CE,NFO-OPT,NFO
31537154,123192,TATATECH25OCT630PE,TATATECH,PE,NFO-OPT,NFO
31538946,123199,TATATECH25OCT710CE,TATATECH,CE,NFO-OPT,NFO
31539202,123200,TATATECH25OCT710PE,TATATECH,PE,NFO-OPT,NFO
33085698,129241,TATATECH25OCT620CE,TATATECH,CE,NFO-OPT,NFO
33085954,129242,TATATECH25OCT620PE,TATATECH,PE,NFO-OPT,NFO
33090562,129260,TATATECH25OCT720CE,TATATECH,CE,NFO-OPT,NFO
33091330,129263,TATATECH25OCT720PE,TATATECH,PE,NFO-OPT,NFO
31535106,123184,TATATECH25OCT610CE,TATATECH,CE,NFO-OPT,NFO
31535362,123185,TATATECH25OCT610PE,TATATECH,PE,NFO-OPT,NFO
31539458,123201,TATATECH25OCT730CE,TATATECH,CE,NFO-OPT,NFO
31539714,123202,TATATECH25OCT730PE,TATATECH,PE,NFO-OPT,NFO
33075714,129202,TATATECH25OCT600CE,TATATECH,CE,NFO-OPT,NFO
33075970,129203,TATATECH25OCT600PE,TATATECH,PE,NFO-OPT,NFO
33091586,129264,TATATECH25OCT740CE,TATATECH,CE,NFO-OPT,NFO
33091842,129265,TATATECH25OCT740PE,TATATECH,PE,NFO-OPT,NFO
31540226,123204,TATATECH25OCT750PE,TATATECH,PE,NFO-OPT,NFO
33096450,129283,TATATECH25OCT840CE,TATATECH,CE,NFO-OPT,NFO
33096706,129284,TATATECH25OCT840PE,TATATECH,PE,NFO-OPT,NFO
33095938,129281,TATATECH25OCT820CE,TATATECH,CE,NFO-OPT,NFO
33096194,129282,TATATECH25OCT820PE,TATATECH,PE,NFO-OPT,NFO
33093378,129271,TATATECH25OCT800CE,TATATECH,CE,NFO-OPT,NFO
33094402,129275,TATATECH25OCT800PE,TATATECH,PE,NFO-OPT,NFO
31540994,123207,TATATECH25OCT790CE,TATATECH,CE,NFO-OPT,NFO
31541250,123208,TATATECH25OCT790PE,TATATECH,PE,NFO-OPT,NFO
33092610,129268,TATATECH25OCT780CE,TATATECH,CE,NFO-OPT,NFO
33092866,129269,TATATECH25OCT780PE,TATATECH,PE,NFO-OPT,NFO
31540482,123205,TATATECH25OCT770CE,TATATECH,CE,NFO-OPT,NFO
31540738,123206,TATATECH25OCT770PE,TATATECH,PE,NFO-OPT,NFO
33092098,129266,TATATECH25OCT760CE,TATATECH,CE,NFO-OPT,NFO
33092354,129267,TATATECH25OCT760PE,TATATECH,PE,NFO-OPT,NFO
31539970,123203,TATATECH25OCT750CE,TATATECH,CE,NFO-OPT,NFO
31534594,123182,TATATECH25OCT590CE,TATATECH,CE,NFO-OPT,NFO
31534850,123183,TATATECH25OCT590PE,TATATECH,PE,NFO-OPT,NFO
33075202,129200,TATATECH25OCT580CE,TATATECH,CE,NFO-OPT,NFO
33075458,129201,TATATECH25OCT580PE,TATATECH,PE,NFO-OPT,NFO
33074434,129197,TATATECH25OCT560CE,TATATECH,CE,NFO-OPT,NFO
33074946,129199,TATATECH25OCT560PE,TATATECH,PE,NFO-OPT,NFO
